State,County,County Type,Issuer Name,Metal Level,Plan Type,Rating Area,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30,Premium Adult Individual Age 40,Premium Adult Individual Age 50,Premium Adult Individual Age 60,Premium Couple 21  ,Premium Couple 30,Premium Couple 40,Premium Couple 50,Premium Couple 60,"Couple+1 child, Age 21","Couple+1 child, Age 30","Couple+1 child, Age 40","Couple+1 child, Age 50","Couple+2 children, Age 21","Couple+2 children, Age 30","Couple+2 children, Age 40","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Medical Deductible - individual - standard,Drug Deductible - individual - standard,Medical Deductible -family - standard,Drug Deductible - family - standard,Medical Maximum Out Of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Unemployment numerator,Unemployment denominator,Uninsured adults numerator,Uninsured adults denominator,Uninsured children numerator,Uninsured children denominator,Primary care physicians numerator,Primary care physicians denominator,Per capita income,Median household income,Median family income,Population
IL,JASPER,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,228,4617,395,5559,57,2264,1,9578,21467.0,46546.0,53034.0,9698.0
IL,JEFFERSON,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,938,17661,1503,20732,222,8733,24,38179,21370.0,41161.0,51262.0,38827.0
IL,JEFFERSON,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,938,17661,1503,20732,222,8733,24,38179,21370.0,41161.0,51262.0,38827.0
IL,JEFFERSON,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,938,17661,1503,20732,222,8733,24,38179,21370.0,41161.0,51262.0,38827.0
IL,JERSEY,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 11,100.71,158.6,166.21,180.01,202.69,283.25,430.43,317.2,360.02,405.38,566.5,860.86,417.9,460.72,506.09,667.21,518.62,561.43,606.79,767.92,619.32,662.15,707.51,868.63,259.31,280.71,303.39,383.96,360.02,381.42,404.11,484.66,460.73,482.14,504.82,585.38,5000,0,12700,0,6250,12700,534,11007,779,12841,105,4675,9,21941,24368.0,53470.0,64773.0,22985.0
IL,JERSEY,Rural,Coventry Health Care,Bronze,PPO,Rating Area 11,131.91,207.74,217.72,235.79,265.5,371.03,563.82,415.48,471.58,531.0,742.06,1127.64,547.4,603.5,662.92,873.97,679.31,735.42,794.83,1005.89,811.24,867.33,926.76,1137.82,339.65,367.71,397.41,502.94,471.58,499.63,529.33,634.86,603.5,631.54,661.26,766.79,5600,0,11200,0,6350,12700,534,11007,779,12841,105,4675,9,21941,24368.0,53470.0,64773.0,22985.0
IL,JERSEY,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 11,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,534,11007,779,12841,105,4675,9,21941,24368.0,53470.0,64773.0,22985.0
IL,JERSEY,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 11,116.3,183.15,191.94,207.87,234.06,327.1,497.05,366.3,415.74,468.12,654.2,994.1,482.6,532.04,584.41,770.5,598.9,648.34,700.72,886.8,715.2,764.64,817.02,1003.1,299.45,324.17,350.36,443.4,415.75,440.47,466.65,559.7,532.04,556.77,582.96,676.0,4000,0,8000,0,6250,12500,534,11007,779,12841,105,4675,9,21941,24368.0,53470.0,64773.0,22985.0
IL,JODAVIESS,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 5,109.92,173.1,181.41,196.47,221.22,309.16,469.8,346.2,392.94,442.44,618.32,939.6,456.12,502.86,552.36,728.24,566.04,612.78,662.28,838.16,675.96,722.7,772.2,948.08,283.02,306.39,331.14,419.08,392.94,416.31,441.06,529.0,502.86,526.23,550.98,638.92,5000,0,12700,0,6250,12700,482,10983,978,11527,154,4375,10,21594,26819.0,50279.0,60381.0,22678.0
IL,JODAVIESS,Rural,Coventry Health Care,Bronze,PPO,Rating Area 5,122.48,192.89,202.14,218.93,246.51,344.49,523.49,385.78,437.86,493.02,688.98,1046.98,508.26,560.34,615.5,811.46,630.74,682.82,737.98,933.94,753.22,805.3,860.46,1056.42,315.37,341.41,368.99,466.97,437.85,463.89,491.47,589.45,560.32,586.37,613.95,711.93,5600,0,11200,0,6350,12700,482,10983,978,11527,154,4375,10,21594,26819.0,50279.0,60381.0,22678.0
IL,JODAVIESS,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 5,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,482,10983,978,11527,154,4375,10,21594,26819.0,50279.0,60381.0,22678.0
IL,JODAVIESS,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 5,137.81,217.02,227.44,246.32,277.36,387.6,589.0,434.04,492.64,554.72,775.2,1178.0,571.85,630.45,692.53,913.01,709.66,768.26,830.34,1050.82,847.47,906.06,968.15,1188.63,354.83,384.13,415.17,525.41,492.64,521.94,552.98,663.22,630.45,659.75,690.79,801.03,4000,0,8000,0,6250,12500,482,10983,978,11527,154,4375,10,21594,26819.0,50279.0,60381.0,22678.0
IL,JOHNSON,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,320,4100,432,6209,75,2397,1,12900,16402.0,41619.0,47423.0,12582.0
IL,JOHNSON,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,320,4100,432,6209,75,2397,1,12900,16402.0,41619.0,47423.0,12582.0
IL,JOHNSON,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,320,4100,432,6209,75,2397,1,12900,16402.0,41619.0,47423.0,12582.0
IL,KANE,Urban,Aetna,Bronze,PPO,Rating Area 3,160.0,252.0,264.0,286.0,322.0,450.0,684.0,504.0,572.0,644.0,900.0,1368.0,664.0,732.0,804.0,1060.0,824.0,892.0,964.0,1220.0,984.0,1052.0,1124.0,1380.0,412.0,446.0,482.0,610.0,572.0,606.0,642.0,770.0,732.0,766.0,802.0,930.0,5750,0,11500,0,6350,12700,13452,273901,37766,323773,4666,144004,218,534667,29480.0,67767.0,77998.0,515269.0
IL,KANE,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 3,112.34,176.92,185.41,200.8,226.1,315.98,480.16,353.84,401.6,452.2,631.96,960.32,466.17,513.94,564.54,744.3,578.52,626.28,676.88,856.64,690.85,738.62,789.22,968.98,289.26,313.14,338.44,428.32,401.6,425.48,450.78,540.66,513.93,537.81,563.12,653.0,5000,0,12700,0,6250,12700,13452,273901,37766,323773,4666,144004,218,534667,29480.0,67767.0,77998.0,515269.0
IL,KANE,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 3,137.18,216.02,226.39,245.19,276.08,385.82,586.28,432.04,490.38,552.16,771.64,1172.56,569.22,627.55,689.33,908.81,706.4,764.74,826.52,1046.0,843.58,901.92,963.7,1183.18,353.2,382.37,413.26,523.0,490.38,519.54,550.44,660.18,627.56,656.73,687.62,797.36,4000,0,8000,0,6250,12500,13452,273901,37766,323773,4666,144004,218,534667,29480.0,67767.0,77998.0,515269.0
IL,KANKAKEE,Urban,Aetna,Bronze,PPO,Rating Area 4,160.0,252.0,264.0,286.0,322.0,450.0,684.0,504.0,572.0,644.0,900.0,1368.0,664.0,732.0,804.0,1060.0,824.0,892.0,964.0,1220.0,984.0,1052.0,1124.0,1380.0,412.0,446.0,482.0,610.0,572.0,606.0,642.0,770.0,732.0,766.0,802.0,930.0,5750,0,11500,0,6350,12700,3032,55920,5236,63113,704,26247,44,109605,22888.0,50484.0,59998.0,113449.0
IL,KANKAKEE,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 4,112.35,176.94,185.43,200.82,226.12,316.01,480.21,353.88,401.64,452.24,632.02,960.42,466.23,513.99,564.59,744.37,578.57,626.33,676.94,856.72,690.93,738.68,789.29,969.06,289.28,313.16,338.47,428.36,401.64,425.52,450.82,540.71,513.99,537.86,563.16,653.05,5000,0,12700,0,6250,12700,3032,55920,5236,63113,704,26247,44,109605,22888.0,50484.0,59998.0,113449.0
IL,KANKAKEE,Urban,Coventry Health Care,Bronze,PPO,Rating Area 4,111.95,176.3,184.76,200.1,225.31,314.87,478.48,352.6,400.2,450.62,629.74,956.96,464.55,512.15,562.57,741.69,576.5,624.1,674.52,853.64,688.45,736.05,786.47,965.59,288.25,312.05,337.26,426.82,400.2,424.0,449.21,538.77,512.15,535.95,561.16,650.72,5600,0,11200,0,6350,12700,3032,55920,5236,63113,704,26247,44,109605,22888.0,50484.0,59998.0,113449.0
IL,KANKAKEE,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 4,131.91,207.75,217.73,235.8,265.51,371.05,563.85,415.5,471.6,531.02,742.1,1127.7,547.41,603.52,662.93,874.02,679.33,735.44,794.85,1005.94,811.26,867.36,926.78,1137.86,339.66,367.72,397.42,502.97,471.59,499.64,529.34,634.89,603.51,631.55,661.27,766.81,3150,0,6300,0,6350,12700,3032,55920,5236,63113,704,26247,44,109605,22888.0,50484.0,59998.0,113449.0
IL,KANKAKEE,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 4,137.16,216.01,226.38,245.17,276.06,385.79,586.25,432.02,490.34,552.12,771.58,1172.5,569.18,627.51,689.29,908.75,706.35,764.68,826.46,1045.92,843.53,901.84,963.63,1183.09,353.17,382.34,413.23,522.96,490.34,519.51,550.4,660.13,627.52,656.68,687.56,797.3,4000,0,8000,0,6250,12500,3032,55920,5236,63113,704,26247,44,109605,22888.0,50484.0,59998.0,113449.0
IL,KENDALL,Urban,Aetna,Bronze,PPO,Rating Area 4,160.0,252.0,264.0,286.0,322.0,450.0,684.0,504.0,572.0,644.0,900.0,1368.0,664.0,732.0,804.0,1060.0,824.0,892.0,964.0,1220.0,984.0,1052.0,1124.0,1380.0,412.0,446.0,482.0,610.0,572.0,606.0,642.0,770.0,732.0,766.0,802.0,930.0,5750,0,11500,0,6350,12700,2380,67661,5208,77591,866,38062,47,126218,30565.0,79897.0,87309.0,114736.0
IL,KENDALL,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 4,112.35,176.94,185.43,200.82,226.12,316.01,480.21,353.88,401.64,452.24,632.02,960.42,466.23,513.99,564.59,744.37,578.57,626.33,676.94,856.72,690.93,738.68,789.29,969.06,289.28,313.16,338.47,428.36,401.64,425.52,450.82,540.71,513.99,537.86,563.16,653.05,5000,0,12700,0,6250,12700,2380,67661,5208,77591,866,38062,47,126218,30565.0,79897.0,87309.0,114736.0
IL,KENDALL,Urban,Coventry Health Care,Bronze,PPO,Rating Area 4,111.95,176.3,184.76,200.1,225.31,314.87,478.48,352.6,400.2,450.62,629.74,956.96,464.55,512.15,562.57,741.69,576.5,624.1,674.52,853.64,688.45,736.05,786.47,965.59,288.25,312.05,337.26,426.82,400.2,424.0,449.21,538.77,512.15,535.95,561.16,650.72,5600,0,11200,0,6350,12700,2380,67661,5208,77591,866,38062,47,126218,30565.0,79897.0,87309.0,114736.0
IL,KENDALL,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 4,131.91,207.75,217.73,235.8,265.51,371.05,563.85,415.5,471.6,531.02,742.1,1127.7,547.41,603.52,662.93,874.02,679.33,735.44,794.85,1005.94,811.26,867.36,926.78,1137.86,339.66,367.72,397.42,502.97,471.59,499.64,529.34,634.89,603.51,631.55,661.27,766.81,3150,0,6300,0,6350,12700,2380,67661,5208,77591,866,38062,47,126218,30565.0,79897.0,87309.0,114736.0
IL,KENDALL,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 4,137.16,216.01,226.38,245.17,276.06,385.79,586.25,432.02,490.34,552.12,771.58,1172.5,569.18,627.51,689.29,908.75,706.35,764.68,826.46,1045.92,843.53,901.84,963.63,1183.09,353.17,382.34,413.23,522.96,490.34,519.51,550.4,660.13,627.52,656.68,687.56,797.3,4000,0,8000,0,6250,12500,2380,67661,5208,77591,866,38062,47,126218,30565.0,79897.0,87309.0,114736.0
IL,KNOX,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 7,108.81,171.35,179.58,194.48,218.99,306.04,465.05,342.7,388.96,437.98,612.08,930.1,451.51,497.77,546.79,720.89,560.31,606.57,655.6,829.7,669.13,715.39,764.41,938.51,280.15,303.28,327.8,414.85,388.97,412.1,436.61,523.66,497.78,520.91,545.42,632.47,5000,0,12700,0,6250,12700,1183,22203,1909,26983,239,10192,29,50638,20908.0,39545.0,51740.0,52919.0
IL,KNOX,Urban,Coventry Health Care,Bronze,PPO,Rating Area 7,99.84,157.22,164.78,178.46,200.94,280.82,426.73,314.45,356.92,401.88,561.64,853.46,414.29,456.76,501.72,661.48,514.14,556.6,601.55,761.31,613.98,656.44,701.4,861.16,257.07,278.3,300.77,380.65,356.9,378.14,400.62,480.5,456.75,477.98,500.46,580.33,5600,0,11200,0,6350,12700,1183,22203,1909,26983,239,10192,29,50638,20908.0,39545.0,51740.0,52919.0
IL,KNOX,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 7,112.2,176.69,185.17,200.54,225.81,315.57,479.53,353.38,401.08,451.62,631.14,959.06,465.58,513.28,563.82,743.34,577.78,625.48,676.02,855.54,689.98,737.68,788.22,967.74,288.89,312.74,338.01,427.77,401.09,424.94,450.21,539.97,513.29,537.14,562.41,652.17,3150,0,6300,0,6350,12700,1183,22203,1909,26983,239,10192,29,50638,20908.0,39545.0,51740.0,52919.0
IL,KNOX,Urban,Humana Insurance Company,Bronze,PPO,Rating Area 7,127.64,201.02,210.65,228.14,256.88,359.0,545.54,402.04,456.28,513.76,718.0,1091.09,529.68,583.91,641.4,845.64,657.32,711.56,769.04,973.28,784.96,839.2,896.68,1100.92,328.66,355.78,384.52,486.64,456.3,483.41,512.16,614.28,583.94,611.05,639.79,741.92,6300,0,12600,0,6300,12600,1183,22203,1909,26983,239,10192,29,50638,20908.0,39545.0,51740.0,52919.0
IL,KNOX,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 7,128.59,202.5,212.22,229.84,258.8,361.66,549.58,405.0,459.68,517.6,723.32,1099.16,533.59,588.27,646.19,851.91,662.18,716.86,774.78,980.5,790.77,845.45,903.37,1109.09,331.09,358.43,387.39,490.25,459.68,487.02,515.98,618.84,588.27,615.61,644.56,747.43,4000,0,8000,0,6250,12500,1183,22203,1909,26983,239,10192,29,50638,20908.0,39545.0,51740.0,52919.0
IL,LASALLE,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 7,108.81,171.35,179.58,194.48,218.99,306.04,465.05,342.7,388.96,437.98,612.08,930.1,451.51,497.77,546.79,720.89,560.31,606.57,655.6,829.7,669.13,715.39,764.41,938.51,280.15,303.28,327.8,414.85,388.97,412.1,436.61,523.66,497.78,520.91,545.42,632.47,5000,0,12700,0,6250,12700,3262,56230,4644,63938,593,24639,40,110067,24982.0,51705.0,62252.0,113924.0
IL,LASALLE,Urban,Coventry Health Care,Bronze,PPO,Rating Area 7,99.84,157.22,164.78,178.46,200.94,280.82,426.73,314.45,356.92,401.88,561.64,853.46,414.29,456.76,501.72,661.48,514.14,556.6,601.55,761.31,613.98,656.44,701.4,861.16,257.07,278.3,300.77,380.65,356.9,378.14,400.62,480.5,456.75,477.98,500.46,580.33,5600,0,11200,0,6350,12700,3262,56230,4644,63938,593,24639,40,110067,24982.0,51705.0,62252.0,113924.0
IL,LASALLE,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 7,112.2,176.69,185.17,200.54,225.81,315.57,479.53,353.38,401.08,451.62,631.14,959.06,465.58,513.28,563.82,743.34,577.78,625.48,676.02,855.54,689.98,737.68,788.22,967.74,288.89,312.74,338.01,427.77,401.09,424.94,450.21,539.97,513.29,537.14,562.41,652.17,3150,0,6300,0,6350,12700,3262,56230,4644,63938,593,24639,40,110067,24982.0,51705.0,62252.0,113924.0
IL,LASALLE,Urban,Humana Insurance Company,Bronze,PPO,Rating Area 7,127.64,201.02,210.65,228.14,256.88,359.0,545.54,402.04,456.28,513.76,718.0,1091.09,529.68,583.91,641.4,845.64,657.32,711.56,769.04,973.28,784.96,839.2,896.68,1100.92,328.66,355.78,384.52,486.64,456.3,483.41,512.16,614.28,583.94,611.05,639.79,741.92,6300,0,12600,0,6300,12600,3262,56230,4644,63938,593,24639,40,110067,24982.0,51705.0,62252.0,113924.0
IL,LASALLE,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 7,128.59,202.5,212.22,229.84,258.8,361.66,549.58,405.0,459.68,517.6,723.32,1099.16,533.59,588.27,646.19,851.91,662.18,716.86,774.78,980.5,790.77,845.45,903.37,1109.09,331.09,358.43,387.39,490.25,459.68,487.02,515.98,618.84,588.27,615.61,644.56,747.43,4000,0,8000,0,6250,12500,3262,56230,4644,63938,593,24639,40,110067,24982.0,51705.0,62252.0,113924.0
IL,LAKE,Urban,Aetna,Bronze,PPO,Rating Area 2,154.0,242.0,254.0,275.0,310.0,433.0,657.0,484.0,550.0,620.0,866.0,1314.0,638.0,704.0,774.0,1020.0,792.0,858.0,928.0,1174.0,946.0,1012.0,1082.0,1328.0,396.0,429.0,464.0,587.0,550.0,583.0,618.0,741.0,704.0,737.0,772.0,895.0,5750,0,11500,0,6350,12700,17099,378401,37149,422553,5839,180872,783,703520,,,,
IL,LAKE,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 2,120.69,190.06,199.18,215.72,242.9,339.45,515.83,380.12,431.44,485.8,678.9,1031.66,500.81,552.13,606.49,799.58,621.5,672.81,727.18,920.28,742.19,793.51,847.87,1040.97,310.75,336.4,363.59,460.14,431.44,457.1,484.28,580.82,552.13,577.79,604.97,701.52,5000,0,12700,0,6250,12700,17099,378401,37149,422553,5839,180872,783,703520,,,,
IL,LAKE,Urban,"Humana Health Plan, Inc.",Bronze,HMO,Rating Area 2,131.11,206.48,216.37,234.34,263.86,368.75,560.36,412.96,468.68,527.72,737.5,1120.72,544.06,599.79,658.83,868.61,675.18,730.9,789.94,999.72,806.29,862.01,921.05,1130.83,337.59,365.45,394.97,499.86,468.7,496.56,526.08,630.97,599.81,627.67,657.19,762.08,6300,0,12600,0,6300,12600,17099,378401,37149,422553,5839,180872,783,703520,,,,
IL,LAKE,Urban,Humana Insurance Company,Bronze,PPO,Rating Area 2,152.15,239.61,251.1,271.94,306.2,427.92,650.29,479.22,543.88,612.4,855.84,1300.58,631.37,696.03,764.55,1007.99,783.52,848.18,916.7,1160.14,935.67,1000.33,1068.84,1312.29,391.76,424.09,458.35,580.07,543.91,576.24,610.5,732.22,696.06,728.39,762.65,884.37,6300,0,12600,0,6300,12600,17099,378401,37149,422553,5839,180872,783,703520,,,,
IL,LAKE,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 2,138.3,217.79,228.24,247.19,278.33,388.96,591.05,435.58,494.38,556.66,777.92,1182.11,573.88,632.68,694.96,916.22,712.18,770.98,833.26,1054.52,850.48,909.28,971.56,1192.82,356.09,385.49,416.63,527.26,494.39,523.79,554.93,665.56,632.69,662.09,693.23,803.86,4000,0,8000,0,6250,12500,17099,378401,37149,422553,5839,180872,783,703520,,,,
IL,LAWRENCE,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,352,5981,666,7989,86,3106,4,16168,19297.0,38771.0,45565.0,16833.0
IL,LAWRENCE,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,352,5981,666,7989,86,3106,4,16168,19297.0,38771.0,45565.0,16833.0
IL,LAWRENCE,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,352,5981,666,7989,86,3106,4,16168,19297.0,38771.0,45565.0,16833.0
IL,LEE,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 5,109.92,173.1,181.41,196.47,221.22,309.16,469.8,346.2,392.94,442.44,618.32,939.6,456.12,502.86,552.36,728.24,566.04,612.78,662.28,838.16,675.96,722.7,772.2,948.08,283.02,306.39,331.14,419.08,392.94,416.31,441.06,529.0,502.86,526.23,550.98,638.92,5000,0,12700,0,6250,12700,788,17831,1299,18564,189,7076,24,34406,24440.0,48502.0,60759.0,36031.0
IL,LEE,Rural,Coventry Health Care,Bronze,PPO,Rating Area 5,122.48,192.89,202.14,218.93,246.51,344.49,523.49,385.78,437.86,493.02,688.98,1046.98,508.26,560.34,615.5,811.46,630.74,682.82,737.98,933.94,753.22,805.3,860.46,1056.42,315.37,341.41,368.99,466.97,437.85,463.89,491.47,589.45,560.32,586.37,613.95,711.93,5600,0,11200,0,6350,12700,788,17831,1299,18564,189,7076,24,34406,24440.0,48502.0,60759.0,36031.0
IL,LEE,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 5,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,788,17831,1299,18564,189,7076,24,34406,24440.0,48502.0,60759.0,36031.0
IL,LEE,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 5,137.81,217.02,227.44,246.32,277.36,387.6,589.0,434.04,492.64,554.72,775.2,1178.0,571.85,630.45,692.53,913.01,709.66,768.26,830.34,1050.82,847.47,906.06,968.15,1188.63,354.83,384.13,415.17,525.41,492.64,521.94,552.98,663.22,630.45,659.75,690.79,801.03,4000,0,8000,0,6250,12500,788,17831,1299,18564,189,7076,24,34406,24440.0,48502.0,60759.0,36031.0
IL,LIVINGSTON,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 8,104.96,165.29,173.22,187.6,211.24,295.2,448.6,330.58,375.2,422.48,590.41,897.2,435.53,480.15,527.44,695.38,540.5,585.12,632.4,800.33,645.46,690.07,737.36,905.3,270.25,292.56,316.2,400.16,375.21,397.52,421.15,505.13,480.16,502.48,526.12,610.08,5000,0,12700,0,6250,12700,734,16610,1373,19863,225,8109,17,36518,23259.0,50500.0,60933.0,38950.0
IL,LIVINGSTON,Urban,Coventry Health Care,Bronze,PPO,Rating Area 8,146.51,230.73,241.81,261.88,294.87,412.09,626.21,461.46,523.76,589.74,824.18,1252.42,607.97,670.27,736.25,970.68,754.48,816.78,882.76,1117.19,900.99,963.29,1029.27,1263.71,377.24,408.39,441.38,558.59,523.75,554.9,587.89,705.1,670.26,701.41,734.4,851.61,5600,0,11200,0,6350,12700,734,16610,1373,19863,225,8109,17,36518,23259.0,50500.0,60933.0,38950.0
IL,LIVINGSTON,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 8,112.2,176.69,185.17,200.54,225.81,315.57,479.53,353.38,401.08,451.62,631.14,959.06,465.58,513.28,563.82,743.34,577.78,625.48,676.02,855.54,689.98,737.68,788.22,967.74,288.89,312.74,338.01,427.77,401.09,424.94,450.21,539.97,513.29,537.14,562.41,652.17,3150,0,6300,0,6350,12700,734,16610,1373,19863,225,8109,17,36518,23259.0,50500.0,60933.0,38950.0
